,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway
201411220ORL,116.0,106.0,-102.0,104.0,-105.0,,100.0,114.0,-127.0,-118.0,-120.0,-125.0,-122.0,,-120.0,-139.0
201411220SAS,-714.0,-588.0,-769.0,-667.0,-625.0,,-714.0,-909.0,590.0,498.0,540.0,450.0,411.0,,500.0,575.0
201411220UTA,118.0,123.0,118.0,125.0,114.0,,129.0,120.0,-128.0,-135.0,-145.0,-145.0,-145.0,,-152.0,-143.0
201411230BOS,194.0,173.0,165.0,170.0,165.0,,170.0,179.0,-213.0,-192.0,-200.0,-200.0,-217.0,,-200.0,-222.0
201411230LAL,106.0,112.0,102.0,110.0,-101.0,,110.0,100.0,-115.0,-125.0,-125.0,-130.0,-127.0,,-132.0,-120.0
201411230MEM,-127.0,-130.0,-133.0,-135.0,-143.0,,-141.0,-154.0,116.0,118.0,110.0,114.0,110.0,,120.0,129.0
201411230MIA,-111.0,-108.0,-119.0,-115.0,-120.0,,-116.0,-128.0,102.0,-103.0,-102.0,-105.0,-105.0,,-105.0,104.0
201411230OKC,290.0,305.0,309.0,290.0,276.0,,325.0,333.0,-323.0,-345.0,-400.0,-385.0,-385.0,,-435.0,-455.0
201411240CHO,170.0,154.0,145.0,154.0,148.0,,160.0,165.0,-185.0,-172.0,-175.0,-175.0,-192.0,,-182.0,-200.0
201411240CLE,-769.0,-667.0,-667.0,-714.0,-667.0,,-625.0,-625.0,620.0,545.0,480.0,500.0,419.0,,450.0,450.0
201411240DAL,-909.0,-1667.0,-2000.0,-2000.0,-2500.0,,-2000.0,-1429.0,730.0,1075.0,1150.0,1000.0,946.0,,1125.0,800.0
201411240HOU,-263.0,-238.0,-263.0,-250.0,-250.0,,-250.0,-263.0,240.0,214.0,215.0,210.0,190.0,,204.0,210.0
201411240PHI,800.0,794.0,800.0,750.0,665.0,,800.0,700.0,-1000.0,-1000.0,-1250.0,-1250.0,-1250.0,,-1429.0,-1111.0
201411240TOR,-217.0,-192.0,-192.0,-200.0,-196.0,,-200.0,-222.0,198.0,173.0,154.0,170.0,150.0,,170.0,179.0
201411240UTA,160.0,137.0,138.0,140.0,129.0,,140.0,154.0,-175.0,-152.0,-167.0,-161.0,-167.0,,-161.0,-189.0
201411250DEN,-156.0,-185.0,-175.0,-189.0,-189.0,,-185.0,-189.0,144.0,166.0,145.0,165.0,146.0,,165.0,154.0
201411250MIA,280.0,285.0,254.0,275.0,236.0,,265.0,280.0,-312.0,-323.0,-323.0,-345.0,-323.0,,-333.0,-357.0
201411250MIL,-189.0,-159.0,-164.0,-164.0,-161.0,,-161.0,-175.0,172.0,146.0,135.0,145.0,125.0,,140.0,145.0
201411250NOP,-250.0,-238.0,-286.0,-263.0,-263.0,,-270.0,-250.0,225.0,214.0,225.0,220.0,197.0,,220.0,200.0
201411250WAS,-196.0,-175.0,-192.0,-179.0,-185.0,,-182.0,-222.0,179.0,156.0,160.0,160.0,145.0,,160.0,154.0
201411260ATL,160.0,147.0,135.0,145.0,131.0,,140.0,145.0,-175.0,-164.0,-167.0,-164.0,-167.0,,-161.0,-175.0
201411260CHO,213.0,222.0,195.0,200.0,189.0,,200.0,200.0,-233.0,-250.0,-244.0,-238.0,-250.0,,-244.0,-250.0
201411260CLE,-312.0,-333.0,-385.0,-345.0,-333.0,,-357.0,-333.0,280.0,295.0,295.0,275.0,245.0,,275.0,260.0
201411260DAL,-1000.0,-2000.0,-2500.0,-2000.0,-2500.0,,-2000.0,-1429.0,830.0,1200.0,1300.0,1000.0,886.0,,1000.0,800.0
201411260DET,395.0,380.0,320.0,325.0,312.0,,350.0,350.0,-455.0,-435.0,-417.0,-455.0,-455.0,,-455.0,-476.0
201411260HOU,-172.0,-185.0,-185.0,-189.0,-182.0,,-192.0,-208.0,158.0,166.0,150.0,165.0,141.0,,167.0,170.0
201411260LAL,290.0,269.0,250.0,260.0,231.0,,260.0,240.0,-323.0,-303.0,-323.0,-323.0,-312.0,,-323.0,-303.0
201411260MIN,102.0,-105.0,102.0,104.0,-105.0,,100.0,104.0,-111.0,-105.0,-123.0,-125.0,-122.0,,-120.0,-125.0
201411260OKC,-175.0,-192.0,-192.0,-200.0,-189.0,,-185.0,-196.0,160.0,173.0,154.0,170.0,146.0,,165.0,160.0
201411260ORL,330.0,305.0,334.0,290.0,268.0,,300.0,340.0,-370.0,-345.0,-435.0,-385.0,-370.0,,-385.0,-455.0
201411260PHI,260.0,277.0,254.0,260.0,227.0,,265.0,300.0,-286.0,-312.0,-323.0,-323.0,-303.0,,-333.0,-385.0
201411260PHO,-323.0,-312.0,-345.0,-323.0,-312.0,,-345.0,-357.0,290.0,271.0,270.0,260.0,233.0,,270.0,280.0
201411260SAS,-909.0,-1250.0,-1429.0,-1250.0,-1429.0,,-1429.0,-1429.0,730.0,915.0,850.0,750.0,692.0,,850.0,800.0
201411280ATL,-152.0,-139.0,-133.0,-145.0,-141.0,,-147.0,-143.0,140.0,125.0,110.0,125.0,110.0,,125.0,120.0
201411280BOS,150.0,144.0,133.0,145.0,127.0,,145.0,140.0,-164.0,-161.0,-164.0,-164.0,-164.0,,-167.0,-167.0
201411280CHO,380.0,361.0,340.0,325.0,299.0,,325.0,370.0,-435.0,-417.0,-455.0,-455.0,-417.0,,-435.0,-500.0
201411280DEN,-120.0,-127.0,-132.0,-130.0,-128.0,,-132.0,-130.0,110.0,114.0,108.0,110.0,100.0,,110.0,110.0
201411280DET,-125.0,-130.0,-135.0,-130.0,-137.0,,-132.0,-143.0,114.0,118.0,112.0,110.0,108.0,,110.0,120.0
201411280HOU,172.0,165.0,160.0,165.0,148.0,,165.0,154.0,-189.0,-182.0,-196.0,-189.0,-192.0,,-185.0,-189.0
201411280IND,-204.0,-192.0,-222.0,-208.0,-217.0,,-222.0,-222.0,186.0,173.0,179.0,175.0,167.0,,179.0,179.0
201411280LAL,-213.0,-233.0,-233.0,-238.0,-233.0,,-233.0,-278.0,194.0,204.0,185.0,200.0,179.0,,190.0,190.0
201411280OKC,-345.0,-357.0,-435.0,-357.0,-385.0,,-370.0,-435.0,309.0,311.0,334.0,280.0,276.0,,280.0,330.0
201411280POR,-159.0,-159.0,-159.0,-164.0,-172.0,,-167.0,-167.0,146.0,143.0,129.0,145.0,134.0,,145.0,140.0
201411280SAS,-769.0,-714.0,-714.0,-714.0,-833.0,,-769.0,-500.0,620.0,569.0,509.0,500.0,468.0,,550.0,300.0
201411280TOR,-175.0,-159.0,-169.0,-164.0,-172.0,,-167.0,-167.0,160.0,143.0,138.0,145.0,135.0,,145.0,140.0
201411290ATL,-303.0,-278.0,-294.0,-303.0,-303.0,,-303.0,-312.0,270.0,248.0,235.0,250.0,223.0,,240.0,250.0
201411290CLE,-526.0,-588.0,-556.0,-556.0,-556.0,,-556.0,-500.0,459.0,480.0,409.0,375.0,375.0,,425.0,370.0
201411290MIL,-159.0,-156.0,-179.0,-164.0,-167.0,,-167.0,-167.0,146.0,142.0,148.0,145.0,129.0,,145.0,140.0
201411290PHI,660.0,794.0,700.0,750.0,614.0,,700.0,700.0,-769.0,-1000.0,-1111.0,-1250.0,-1111.0,,-1111.0,-1111.0
201411290UTA,194.0,197.0,170.0,179.0,170.0,,179.0,200.0,-213.0,-222.0,-208.0,-222.0,-222.0,,-222.0,-250.0
201411290WAS,-169.0,-169.0,-169.0,-175.0,-179.0,,-175.0,-175.0,154.0,152.0,138.0,154.0,139.0,,154.0,145.0
201411300BOS,365.0,305.0,270.0,280.0,245.0,,300.0,280.0,-417.0,-345.0,-345.0,-357.0,-333.0,,-385.0,-357.0
201411300BRK,134.0,127.0,118.0,125.0,118.0,,120.0,125.0,-145.0,-141.0,-145.0,-145.0,-152.0,,-141.0,-149.0
201411300DET,365.0,369.0,334.0,325.0,309.0,,350.0,350.0,-417.0,-435.0,-435.0,-455.0,-435.0,,-455.0,-455.0
201411300LAL,250.0,269.0,270.0,260.0,237.0,,260.0,250.0,-278.0,-303.0,-345.0,-323.0,-323.0,,-323.0,-312.0
201411300NYK,134.0,129.0,123.0,129.0,119.0,,125.0,125.0,-145.0,-145.0,-149.0,-149.0,-152.0,,-147.0,-149.0
201411300PHO,-435.0,-476.0,-500.0,-500.0,-476.0,,-500.0,-625.0,380.0,400.0,370.0,350.0,323.0,,375.0,450.0
201411300POR,-909.0,-1429.0,-1250.0,-1429.0,-2000.0,,-1429.0,-1667.0,730.0,1025.0,800.0,800.0,828.0,,850.0,900.0
201411300SAC,186.0,177.0,165.0,175.0,156.0,,175.0,179.0,-204.0,-196.0,-204.0,-208.0,-204.0,,-213.0,-222.0
201412010LAC,-1250.0,-2500.0,-3333.0,-2500.0,-5000.0,,-2500.0,-1429.0,1000.0,1400.0,1700.0,1200.0,1126.0,,1250.0,800.0
201412010PHI,590.0,611.0,575.0,550.0,466.0,,550.0,600.0,-714.0,-769.0,-769.0,-833.0,-833.0,,-769.0,-909.0
201412010UTA,150.0,152.0,140.0,150.0,135.0,,150.0,150.0,-164.0,-169.0,-169.0,-169.0,-172.0,,-172.0,-182.0
201412010WAS,-185.0,-192.0,-192.0,-200.0,-196.0,,-200.0,-208.0,170.0,172.0,154.0,170.0,152.0,,170.0,170.0
201412020ATL,-294.0,-286.0,-303.0,-303.0,-303.0,,-303.0,-333.0,265.0,252.0,240.0,250.0,222.0,,240.0,260.0
201412020CHI,-128.0,-114.0,-116.0,-120.0,-119.0,,-120.0,-125.0,118.0,104.0,-104.0,100.0,-108.0,,100.0,104.0
201412020CLE,-714.0,-714.0,-833.0,-769.0,-667.0,,-769.0,-1000.0,590.0,587.0,550.0,550.0,429.0,,550.0,625.0
201412020DEN,152.0,134.0,131.0,135.0,125.0,,135.0,140.0,-167.0,-147.0,-161.0,-154.0,-161.0,,-156.0,-167.0
201412020DET,-115.0,-127.0,-133.0,-130.0,-130.0,,-132.0,-120.0,106.0,114.0,110.0,110.0,100.0,,110.0,100.0
201412020GSW,-1429.0,-2500.0,-2500.0,-2500.0,-3333.0,,-2000.0,-2000.0,1100.0,1450.0,1300.0,1200.0,976.0,,1125.0,950.0
201412020NOP,152.0,140.0,135.0,140.0,125.0,,140.0,150.0,-167.0,-154.0,-164.0,-161.0,-161.0,,-161.0,-182.0
201412020NYK,102.0,100.0,-102.0,-105.0,-106.0,,-105.0,100.0,-111.0,-111.0,-119.0,-115.0,-119.0,,-116.0,-120.0
201412020PHO,-204.0,-192.0,-213.0,-208.0,-213.0,,-213.0,-227.0,186.0,173.0,170.0,175.0,164.0,,175.0,185.0
201412020SAC,135.0,131.0,120.0,129.0,116.0,,129.0,104.0,-147.0,-145.0,-147.0,-149.0,-147.0,,-152.0,-128.0
201412030BOS,-182.0,-189.0,-208.0,-200.0,-213.0,,-200.0,-213.0,166.0,171.0,170.0,170.0,162.0,,170.0,175.0
201412030BRK,355.0,365.0,325.0,325.0,288.0,,350.0,350.0,-400.0,-417.0,-435.0,-455.0,-400.0,,-455.0,-476.0
201412030CHO,186.0,150.0,140.0,150.0,127.0,,145.0,150.0,-204.0,-167.0,-169.0,-169.0,-164.0,,-167.0,-182.0
201412030HOU,204.0,190.0,179.0,179.0,159.0,,175.0,179.0,-227.0,-213.0,-222.0,-222.0,-208.0,,-213.0,-222.0
201412030LAC,-1250.0,-2500.0,-2500.0,-3333.0,-5000.0,,-3333.0,-3333.0,1000.0,1529.0,1300.0,1200.0,1142.0,,1400.0,1200.0
201412030MIA,-196.0,-189.0,-213.0,-200.0,-208.0,,-200.0,-200.0,179.0,171.0,170.0,170.0,159.0,,170.0,165.0
201412030MIL,152.0,156.0,143.0,150.0,139.0,,154.0,145.0,-167.0,-175.0,-175.0,-169.0,-179.0,,-175.0,-175.0
201412030MIN,-244.0,-286.0,-303.0,-303.0,-294.0,,-303.0,-333.0,220.0,252.0,235.0,250.0,221.0,,240.0,260.0
201412030UTA,181.0,149.0,145.0,160.0,135.0,,145.0,160.0,-200.0,-164.0,-175.0,-179.0,-172.0,,-167.0,-196.0
201412030WAS,-385.0,-435.0,-476.0,-455.0,-435.0,,-500.0,-500.0,340.0,373.0,350.0,325.0,307.0,,375.0,370.0
201412040GSW,-476.0,-500.0,-500.0,-500.0,-500.0,,-500.0,-500.0,420.0,420.0,380.0,350.0,346.0,,375.0,370.0
201412040NYK,309.0,285.0,275.0,275.0,259.0,,280.0,280.0,-345.0,-323.0,-357.0,-345.0,-357.0,,-370.0,-357.0
201412040POR,-435.0,-417.0,-435.0,-455.0,-417.0,,-455.0,-476.0,380.0,358.0,334.0,325.0,293.0,,350.0,350.0
201412050BOS,-145.0,-149.0,-159.0,-149.0,-164.0,,-156.0,-167.0,134.0,136.0,129.0,129.0,127.0,,135.0,135.0
201412050BRK,108.0,-104.0,-105.0,-105.0,-105.0,,-105.0,104.0,-118.0,-106.0,-115.0,-115.0,-122.0,,-116.0,-128.0
201412050CHO,-200.0,-189.0,-200.0,-208.0,-213.0,,-213.0,-196.0,181.0,171.0,165.0,175.0,163.0,,175.0,160.0
201412050DAL,-250.0,-233.0,-256.0,-238.0,-244.0,,-250.0,-233.0,225.0,206.0,204.0,200.0,185.0,,204.0,190.0
201412050MEM,-118.0,-118.0,-115.0,-120.0,-120.0,,-120.0,-120.0,108.0,106.0,-105.0,100.0,-105.0,,100.0,100.0
201412050MIL,127.0,102.0,102.0,100.0,-102.0,,104.0,104.0,-139.0,-114.0,-123.0,-120.0,-125.0,,-125.0,-128.0
201412050MIN,309.0,273.0,245.0,260.0,229.0,,260.0,260.0,-345.0,-312.0,-312.0,-323.0,-312.0,,-323.0,-333.0
201412050PHI,830.0,975.0,900.0,800.0,786.0,,850.0,800.0,-1000.0,-1429.0,-1429.0,-1429.0,-1667.0,,-1429.0,-1429.0
201412050SAC,-169.0,-152.0,-159.0,-154.0,-156.0,,-156.0,-167.0,154.0,137.0,129.0,135.0,123.0,,135.0,140.0
201412050TOR,-175.0,-182.0,-196.0,-189.0,-204.0,,-200.0,-182.0,160.0,163.0,160.0,165.0,156.0,,170.0,150.0
201412050UTA,-200.0,-196.0,-213.0,-208.0,-217.0,,-222.0,-227.0,181.0,175.0,170.0,175.0,167.0,,179.0,185.0
201412050WAS,-159.0,-189.0,-192.0,-189.0,-189.0,,-192.0,-200.0,146.0,169.0,154.0,165.0,146.0,,167.0,165.0
201412060CHI,138.0,118.0,118.0,114.0,110.0,,114.0,114.0,-149.0,-130.0,-145.0,-135.0,-141.0,,-135.0,-137.0
201412060DET,-435.0,-526.0,-588.0,-556.0,-526.0,,-556.0,-588.0,380.0,442.0,425.0,375.0,357.0,,425.0,425.0
201412060HOU,116.0,116.0,114.0,114.0,104.0,,110.0,104.0,-127.0,-128.0,-139.0,-135.0,-132.0,,-132.0,-125.0
201412060LAC,-476.0,-476.0,-500.0,-500.0,-435.0,,-526.0,-455.0,420.0,404.0,370.0,350.0,307.0,,400.0,340.0
201412060SAC,-263.0,-244.0,-238.0,-250.0,-250.0,,-250.0,-250.0,240.0,218.0,190.0,210.0,189.0,,210.0,200.0
201412060SAS,-1250.0,-1667.0,-2000.0,-1667.0,-2000.0,,-1667.0,-1429.0,950.0,1075.0,1200.0,900.0,869.0,,950.0,800.0
201412070ATL,-238.0,-244.0,-270.0,-250.0,-256.0,,-250.0,-250.0,215.0,218.0,215.0,210.0,191.0,,210.0,200.0
201412070BOS,172.0,158.0,138.0,145.0,131.0,,145.0,135.0,-189.0,-175.0,-169.0,-164.0,-169.0,,-167.0,-161.0
201412070DAL,-455.0,-455.0,-455.0,-500.0,-455.0,,-500.0,-455.0,395.0,393.0,350.0,350.0,313.0,,375.0,350.0
201412070DET,470.0,455.0,525.0,400.0,375.0,,425.0,450.0,-556.0,-556.0,-714.0,-588.0,-556.0,,-556.0,-625.0
201412070LAL,135.0,129.0,123.0,125.0,117.0,,129.0,120.0,-147.0,-143.0,-149.0,-145.0,-149.0,,-152.0,-143.0
201412070MEM,-323.0,-345.0,-370.0,-357.0,-370.0,,-400.0,-370.0,290.0,300.0,290.0,280.0,270.0,,309.0,290.0
201412070NYK,250.0,239.0,225.0,240.0,208.0,,229.0,220.0,-278.0,-263.0,-286.0,-278.0,-278.0,,-286.0,-278.0
201412080BRK,365.0,358.0,300.0,325.0,285.0,,325.0,325.0,-417.0,-417.0,-385.0,-455.0,-400.0,,-435.0,-417.0
201412080IND,-104.0,-105.0,-109.0,-115.0,-116.0,,-116.0,-111.0,-104.0,-105.0,-111.0,-105.0,-110.0,,-105.0,-108.0
201412080LAC,-400.0,-345.0,-357.0,-345.0,-345.0,,-370.0,-345.0,355.0,297.0,270.0,275.0,250.0,,280.0,275.0
201412080MIN,1200.0,1400.0,1300.0,1000.0,999.0,,1200.0,1100.0,-1667.0,-2500.0,-2500.0,-2000.0,-3333.0,,-2500.0,-2500.0
201412080SAC,-233.0,-213.0,-213.0,-222.0,-217.0,,-222.0,-238.0,213.0,193.0,170.0,179.0,166.0,,179.0,195.0
201412080TOR,-455.0,-526.0,-526.0,-556.0,-556.0,,-556.0,-556.0,395.0,450.0,400.0,375.0,375.0,,425.0,400.0
201412080WAS,-435.0,-400.0,-476.0,-455.0,-455.0,,-455.0,-500.0,380.0,350.0,359.0,325.0,313.0,,350.0,370.0
201412090CLE,-286.0,-256.0,-263.0,-270.0,-270.0,,-263.0,-278.0,260.0,227.0,215.0,229.0,202.0,,220.0,220.0
201412090DET,340.0,326.0,320.0,300.0,270.0,,325.0,309.0,-385.0,-370.0,-417.0,-400.0,-370.0,,-435.0,-400.0
201412090LAL,-167.0,-159.0,-156.0,-161.0,-167.0,,-161.0,-167.0,154.0,144.0,127.0,140.0,129.0,,140.0,140.0
201412090MEM,-152.0,-135.0,-154.0,-141.0,-152.0,,-141.0,-161.0,140.0,122.0,127.0,120.0,118.0,,120.0,135.0
201412090NOP,-250.0,-263.0,-270.0,-278.0,-270.0,,-286.0,-250.0,225.0,239.0,215.0,240.0,204.0,,229.0,200.0
201412090OKC,-556.0,-588.0,-625.0,-588.0,-588.0,,-625.0,-833.0,470.0,483.0,459.0,400.0,388.0,,450.0,550.0
201412090PHO,-172.0,-179.0,-200.0,-189.0,-185.0,,-185.0,-200.0,158.0,159.0,160.0,165.0,144.0,,165.0,165.0
201412090UTA,430.0,438.0,380.0,350.0,348.0,,425.0,400.0,-500.0,-526.0,-526.0,-500.0,-500.0,,-556.0,-556.0
201412100ATL,-1111.0,-1250.0,-1429.0,-1429.0,-1429.0,,-1429.0,-1429.0,869.0,925.0,850.0,800.0,709.0,,850.0,825.0
201412100CHI,-667.0,-769.0,-714.0,-714.0,-714.0,,-714.0,-667.0,550.0,622.0,509.0,500.0,448.0,,500.0,450.0
201412100CHO,-147.0,-147.0,-154.0,-149.0,-154.0,,-152.0,-154.0,135.0,133.0,127.0,129.0,120.0,,129.0,129.0
201412100DAL,-323.0,-303.0,-333.0,-323.0,-333.0,,-333.0,-333.0,290.0,269.0,260.0,260.0,241.0,,265.0,260.0
201412100DEN,-204.0,-213.0,-238.0,-233.0,-244.0,,-233.0,-238.0,186.0,193.0,190.0,190.0,187.0,,190.0,200.0
201412100GSW,-333.0,-435.0,-435.0,-455.0,-455.0,,-455.0,-556.0,300.0,369.0,325.0,325.0,316.0,,350.0,400.0
201412100IND,250.0,239.0,235.0,240.0,204.0,,229.0,250.0,-278.0,-270.0,-294.0,-278.0,-270.0,,-286.0,-312.0
201412100MIN,620.0,498.0,480.0,500.0,396.0,,475.0,500.0,-769.0,-588.0,-667.0,-714.0,-588.0,,-667.0,-714.0
201412100ORL,204.0,195.0,190.0,175.0,166.0,,175.0,179.0,-227.0,-217.0,-233.0,-208.0,-217.0,,-213.0,-222.0
201412100SAS,-526.0,-556.0,-625.0,-556.0,-588.0,,-625.0,-588.0,459.0,455.0,450.0,375.0,392.0,,450.0,430.0
201412110OKC,-238.0,-286.0,-278.0,-303.0,-286.0,,-294.0,-312.0,220.0,252.0,220.0,250.0,213.0,,235.0,250.0
201412110SAC,108.0,-111.0,-116.0,-110.0,-112.0,,-111.0,-105.0,-118.0,100.0,-104.0,-110.0,-114.0,,-111.0,-115.0
201412120ATL,-435.0,-455.0,-526.0,-500.0,-476.0,,-500.0,-500.0,380.0,390.0,390.0,350.0,323.0,,375.0,370.0
201412120BOS,-250.0,-244.0,-270.0,-263.0,-278.0,,-263.0,-303.0,229.0,219.0,215.0,229.0,206.0,,220.0,240.0
201412120BRK,-286.0,-278.0,-312.0,-303.0,-294.0,,-294.0,-333.0,260.0,244.0,245.0,250.0,217.0,,235.0,260.0
201412120CHI,-143.0,-135.0,-139.0,-135.0,-139.0,,-135.0,-143.0,131.0,123.0,114.0,114.0,108.0,,114.0,120.0
201412120MEM,-556.0,-588.0,-625.0,-588.0,-556.0,,-667.0,-625.0,480.0,480.0,459.0,400.0,376.0,,475.0,450.0
201412120MIN,380.0,326.0,325.0,325.0,289.0,,325.0,340.0,-435.0,-370.0,-435.0,-455.0,-400.0,,-435.0,-455.0
201412120NOP,-104.0,-120.0,-123.0,-125.0,-152.0,,-125.0,-120.0,-104.0,110.0,102.0,104.0,118.0,,104.0,100.0
201412120PHO,-500.0,-500.0,-556.0,-556.0,-526.0,,-526.0,-526.0,440.0,426.0,420.0,375.0,361.0,,400.0,400.0
201412120SAS,-909.0,-1000.0,-1111.0,-1000.0,-1000.0,,-1111.0,-909.0,730.0,794.0,700.0,650.0,548.0,,700.0,600.0
201412120TOR,-435.0,-435.0,-500.0,-455.0,-455.0,,-455.0,-455.0,380.0,373.0,375.0,325.0,312.0,,350.0,350.0
201412120UTA,-122.0,-114.0,-127.0,-125.0,-127.0,,-125.0,-133.0,112.0,102.0,104.0,104.0,-101.0,,104.0,110.0
201412120WAS,129.0,125.0,118.0,120.0,116.0,,120.0,120.0,-141.0,-139.0,-143.0,-141.0,-147.0,,-141.0,-143.0
201412130CHO,-175.0,-179.0,-175.0,-179.0,-175.0,,-182.0,-182.0,160.0,158.0,145.0,160.0,137.0,,160.0,150.0
201412130DAL,104.0,-110.0,-110.0,-105.0,-111.0,,-116.0,-110.0,-112.0,100.0,-110.0,-115.0,-115.0,,-105.0,-110.0
201412130HOU,-303.0,-303.0,-333.0,-303.0,-312.0,,-312.0,-294.0,270.0,264.0,260.0,250.0,227.0,,250.0,240.0
201412130IND,198.0,179.0,170.0,175.0,159.0,,170.0,195.0,-217.0,-200.0,-208.0,-208.0,-208.0,,-200.0,-238.0
201412130MIL,229.0,200.0,195.0,200.0,187.0,,200.0,200.0,-250.0,-222.0,-244.0,-238.0,-244.0,,-244.0,-250.0
201412130ORL,140.0,131.0,129.0,129.0,117.0,,135.0,140.0,-152.0,-145.0,-159.0,-149.0,-149.0,,-156.0,-167.0
201412130PHI,509.0,480.0,459.0,450.0,388.0,,450.0,480.0,-588.0,-588.0,-625.0,-667.0,-588.0,,-625.0,-714.0
201412130SAC,-250.0,-213.0,-217.0,-233.0,-222.0,,-227.0,-250.0,229.0,193.0,175.0,190.0,171.0,,185.0,200.0
201412140DEN,204.0,179.0,170.0,179.0,160.0,,179.0,179.0,-222.0,-200.0,-208.0,-222.0,-208.0,,-222.0,-222.0
201412140MIA,260.0,256.0,240.0,250.0,214.0,,240.0,210.0,-286.0,-294.0,-303.0,-303.0,-286.0,,-303.0,-263.0
201412140MIN,146.0,147.0,145.0,145.0,131.0,,145.0,140.0,-159.0,-164.0,-175.0,-164.0,-169.0,,-167.0,-169.0
201412140NOP,280.0,244.0,235.0,250.0,208.0,,229.0,240.0,-312.0,-278.0,-303.0,-303.0,-278.0,,-286.0,-303.0
201412140NYK,280.0,244.0,235.0,250.0,220.0,,240.0,260.0,-312.0,-278.0,-294.0,-303.0,-294.0,,-303.0,-333.0
201412140OKC,-370.0,-312.0,-345.0,-345.0,-333.0,,-345.0,-278.0,330.0,277.0,270.0,275.0,247.0,,270.0,225.0
201412140WAS,-769.0,-769.0,-769.0,-769.0,-769.0,,-909.0,-833.0,620.0,622.0,540.0,550.0,498.0,,575.0,550.0
201412150ATL,-133.0,-135.0,-141.0,-141.0,-137.0,,-141.0,-137.0,124.0,123.0,116.0,120.0,106.0,,120.0,114.0
201412150CLE,-667.0,-625.0,-714.0,-714.0,-625.0,,-714.0,-833.0,550.0,516.0,509.0,500.0,407.0,,500.0,550.0
201412150IND,-189.0,-204.0,-204.0,-208.0,-208.0,,-222.0,-189.0,172.0,184.0,165.0,175.0,160.0,,179.0,154.0
201412150LAC,-909.0,-909.0,-1000.0,-1000.0,-909.0,,-1111.0,-1000.0,730.0,688.0,650.0,650.0,525.0,,700.0,650.0
201412150PHI,194.0,181.0,170.0,175.0,162.0,,170.0,165.0,-213.0,-204.0,-208.0,-208.0,-213.0,,-200.0,-200.0
201412150PHO,-208.0,-204.0,-213.0,-222.0,-238.0,,-233.0,-222.0,190.0,185.0,170.0,179.0,179.0,,190.0,179.0
201412150POR,-333.0,-400.0,-435.0,-400.0,-435.0,,-435.0,-385.0,300.0,346.0,330.0,300.0,305.0,,325.0,300.0
201412150TOR,-312.0,-278.0,-294.0,-323.0,-294.0,,-312.0,-333.0,280.0,244.0,235.0,260.0,221.0,,250.0,260.0
201412160BRK,-250.0,-256.0,-286.0,-263.0,-263.0,,-250.0,-294.0,229.0,227.0,225.0,220.0,197.0,,210.0,229.0
201412160MEM,-147.0,-159.0,-164.0,-164.0,-159.0,,-167.0,-152.0,135.0,144.0,135.0,145.0,124.0,,145.0,129.0
201412160NOP,-588.0,-556.0,-667.0,-588.0,-625.0,,-625.0,-500.0,509.0,476.0,480.0,400.0,400.0,,450.0,375.0
201412160NYK,315.0,281.0,265.0,275.0,246.0,,270.0,260.0,-345.0,-323.0,-345.0,-345.0,-333.0,,-345.0,-333.0
201412160SAC,365.0,313.0,300.0,290.0,259.0,,300.0,280.0,-417.0,-357.0,-400.0,-385.0,-357.0,,-385.0,-357.0
201412160WAS,-909.0,-1000.0,-1111.0,-1250.0,-1111.0,,-1250.0,-1250.0,730.0,794.0,700.0,750.0,585.0,,750.0,750.0
201412170BOS,-164.0,-159.0,-167.0,-164.0,-167.0,,-167.0,-189.0,150.0,144.0,135.0,145.0,131.0,,145.0,154.0
201412170CHO,142.0,131.0,123.0,125.0,112.0,,125.0,120.0,-154.0,-145.0,-149.0,-145.0,-145.0,,-147.0,-143.0
201412170CLE,-333.0,-303.0,-312.0,-303.0,-294.0,,-323.0,-278.0,300.0,264.0,245.0,250.0,219.0,,260.0,220.0
201412170DEN,142.0,129.0,114.0,135.0,120.0,,129.0,114.0,-154.0,-143.0,-139.0,-154.0,-154.0,,-152.0,-137.0
201412170DET,300.0,260.0,240.0,250.0,222.0,,254.0,250.0,-333.0,-294.0,-303.0,-303.0,-303.0,,-323.0,-312.0
201412170LAC,-667.0,-714.0,-769.0,-833.0,-769.0,,-833.0,-833.0,550.0,597.0,550.0,520.0,474.0,,550.0,550.0
201412170MIA,-159.0,-154.0,-172.0,-161.0,-169.0,,-161.0,-196.0,146.0,140.0,140.0,140.0,131.0,,140.0,160.0
201412170POR,-526.0,-556.0,-588.0,-556.0,-556.0,,-556.0,-556.0,459.0,461.0,425.0,375.0,375.0,,425.0,400.0
201412170SAS,-154.0,-154.0,-147.0,-161.0,-154.0,,-161.0,-154.0,142.0,140.0,123.0,140.0,120.0,,140.0,129.0
201412170TOR,-769.0,-1000.0,-1250.0,-1000.0,-1000.0,,-1111.0,-1111.0,620.0,752.0,750.0,650.0,578.0,,700.0,700.0
201412180CHI,-1111.0,-1111.0,-1429.0,-1250.0,-1250.0,,-1250.0,-1429.0,869.0,850.0,850.0,750.0,640.0,,750.0,800.0
